,Station,Network,Latitude,Longitude,Experiment,Instrument_Design,Seismometer,Environment,Pressure_Gauge,Water_Depth_m,Distance_from_Land_km,Distance_to_Plate_Boundary_km,Sediment_Thickness_m,Surface_Current_ms,Crustal_Age_Myr,Start,End,Deployment_Length_days,Good_Channels,n_events,Magnitude_mw,Origin,Metadata,Averaging,Events,Files,Depth_KM,Network_Experiment,StaName
0,OBS19,2D,33.302101,-123.0373,ALBACORE,B2,Trillium 240,North Pacific,DPG,4374.0,262.0,371.26,305.9999695,0.07273238618,22.02,2010-08-21,2011-09-12 23:59:59,388.0,True,31,"[6.5, 6.3, 6.3, 7.0, 7.0, 6.8, 6.9, 6.9, 7.0, 6.3, 7.0, 6.5, 6.3, 7.0, 6.3, 6.5, 6.3, 6.3, 7.0, 6.5, 6.5, 6.5, 7.8, 7.4, 7.2, 7.3, 7.9, 7.6, 7.3, 7.6, 7.1]","[UTCDateTime(2011, 1, 9, 10, 3, 43, 620000), UTCDateTime(2011, 3, 6, 12, 31, 58, 500000), UTCDateTime(2011, 3, 9, 21, 24, 52, 110000), UTCDateTime(2011, 8, 24, 17, 46, 11, 560000), UTCDateTime(2011, 7, 10, 0, 57, 10, 910000), UTCDateTime(2011, 3, 11, 5, 51, 20, 500000), UTCDateTime(2011, 1, 13, 16, 16, 42, 660000), UTCDateTime(2011, 8, 30, 6, 57, 41, 540000), UTCDateTime(2010, 9, 29, 17, 11, 24, 970000), UTCDateTime(2011, 3, 11, 5, 58, 2, 320000), UTCDateTime(2011, 8, 20, 18, 19, 24, 610000), UTCDateTime(2011, 2, 10, 14, 39, 28, 200000), UTCDateTime(2011, 3, 11, 5, 54, 31, 460000), UTCDateTime(2011, 1, 1, 9, 56, 58, 460000), UTCDateTime(2011, 3, 11, 6, 6, 10), UTCDateTime(2011, 2, 10, 14, 41, 59, 580000), UTCDateTime(2011, 2, 4, 13, 53, 46, 330000), UTCDateTime(2011, 3, 22, 9, 44, 29, 970000), UTCDateTime(2010, 9, 3, 16, 35, 46, 480000), UTCDateTime(2011, 2, 21, 10, 57, 51, 760000), UTCDateTime(2011, 2, 7, 19, 53, 42, 860000), UTCDateTime(2011, 1, 12, 21, 32, 54, 550000), UTCDateTime(2010, 10, 25, 14, 42, 22, 180000), UTCDateTime(2010, 12, 21, 17, 19, 41, 160000), UTCDateTime(2011, 1, 18, 20, 23, 25, 570000), UTCDateTime(2011, 3, 9, 2, 45, 19, 590000), UTCDateTime(2011, 3, 11, 6, 15, 37, 570000), UTCDateTime(2011, 3, 11, 6, 25, 50, 740000), UTCDateTime(2011, 6, 24, 3, 9, 38, 920000), UTCDateTime(2011, 7, 6, 19, 3, 20, 470000), UTCDateTime(2011, 8, 20, 16, 55, 4, 90000)]","[<obspy.core.event.catalog.Catalog object at 0x7ff33abdd400>, <obspy.core.event.catalog.Catalog object at 0x7ff33abddf40>, <obspy.core.event.catalog.Catalog object at 0x7ff33abe5a30>, <obspy.core.event.catalog.Catalog object at 0x7ff33abf1070>, <obspy.core.event.catalog.Catalog object at 0x7ff33abf1c10>, <obspy.core.event.catalog.Catalog object at 0x7ff33abe57c0>, <obspy.core.event.catalog.Catalog object at 0x7ff33abfe190>, <obspy.core.event.catalog.Catalog object at 0x7ff33abfed30>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac04910>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac04670>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac0ce50>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac13a30>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac17610>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac1f1f0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac1fb50>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac25730>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac29310>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac29eb0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac33850>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac39430>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac39fd0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac3fbb0>, Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3180596""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=17518527""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176141339"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3207124""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=17787174""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176261157"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3275979""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=17924623""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176331567"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3279302""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=18184129""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176438485"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3279489""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=18196823""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176444131"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3279409""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=18196928""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176444203"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3316471""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=5364582""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=23627694"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3317258""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=5381186""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=23677294"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3320758""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=5440133""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=23850740""))]","Averaging    [sta, sta, sta, sta, sta, sta, sta, sta, sta, ...
Averaging    [sta, sta, sta, sta, sta, sta, sta, sta, sta, ...
Name: 14, dtype: object","['2011.009.10.03', '2011.065.12.31', '2011.068.21.24', '2011.236.17.46', '2011.191.00.57', '2011.070.05.51', '2011.013.16.16', '2011.242.06.57', '2010.272.17.11', '2011.070.05.58', '2011.232.18.19', '2011.041.14.39', '2011.070.05.54', '2011.001.09.56', '2011.070.06.06', '2011.041.14.41', '2011.035.13.53', '2011.081.09.44', '2010.246.16.35', '2011.052.10.57', '2011.038.19.53', '2011.012.21.32', '2010.298.14.42', '2010.355.17.19', '2011.018.20.23', '2011.068.02.45', '2011.070.06.15', '2011.070.06.25', '2011.175.03.09', '2011.187.19.03', '2011.232.16.55']","['2D.OBS19.2011.009.10.03.sta.pkl', '2D.OBS19.2011.065.12.31.sta.pkl', '2D.OBS19.2011.068.21.24.sta.pkl', '2D.OBS19.2011.236.17.46.sta.pkl', '2D.OBS19.2011.191.00.57.sta.pkl', '2D.OBS19.2011.070.05.51.sta.pkl', '2D.OBS19.2011.013.16.16.sta.pkl', '2D.OBS19.2011.242.06.57.sta.pkl', '2D.OBS19.2010.272.17.11.sta.pkl', '2D.OBS19.2011.070.05.58.sta.pkl', '2D.OBS19.2011.232.18.19.sta.pkl', '2D.OBS19.2011.041.14.39.sta.pkl', '2D.OBS19.2011.070.05.54.sta.pkl', '2D.OBS19.2011.001.09.56.sta.pkl', '2D.OBS19.2011.070.06.06.sta.pkl', '2D.OBS19.2011.041.14.41.sta.pkl', '2D.OBS19.2011.035.13.53.sta.pkl', '2D.OBS19.2011.081.09.44.sta.pkl', '2D.OBS19.2010.246.16.35.sta.pkl', '2D.OBS19.2011.052.10.57.sta.pkl', '2D.OBS19.2011.038.19.53.day.pkl', '2D.OBS19.2011.038.19.53.sta.pkl', '2D.OBS19.2011.012.21.32.sta.pkl']","[20.7, 114.5, 51.0, 149.3, 24.7, 33.0, 14.8, 467.2, 20.5, 9.5, 31.5, 532.8, 35.0, 584.3, 19.5, 531.2, 86.5, 19.2, 4.0, 551.8, 414.8, 524.5, 20.0, 13.8, 79.9, 26.2, 25.4, 19.8, 49.8, 25.4, 34.6]",[2D] ALBACORE,2D.OBS19
1,OBS06,2D,32.777,-119.857803,ALBACORE,B2,Trillium 240,North Pacific,DPG,1169.0,165.0,244.296,284.000061,0.104560987,14.57,2010-08-16,2011-09-08 23:59:59,389.0,True,32,"[7.0, 6.5, 6.5, 6.5, 6.3, 6.5, 6.3, 6.3, 7.0, 6.3, 6.5, 6.5, 6.9, 6.8, 6.9, 7.0, 6.3, 7.0, 7.0, 7.0, 6.3, 6.5, 6.3, 7.8, 7.4, 7.2, 7.3, 7.9, 7.6, 7.3, 7.6, 7.1]","[UTCDateTime(2010, 9, 3, 16, 35, 46, 480000), UTCDateTime(2011, 2, 21, 10, 57, 51, 760000), UTCDateTime(2011, 1, 12, 21, 32, 54, 550000), UTCDateTime(2011, 2, 7, 19, 53, 42, 860000), UTCDateTime(2011, 3, 11, 6, 6, 10), UTCDateTime(2011, 2, 10, 14, 41, 59, 580000), UTCDateTime(2011, 2, 4, 13, 53, 46, 330000), UTCDateTime(2011, 3, 22, 9, 44, 29, 970000), UTCDateTime(2011, 1, 1, 9, 56, 58, 460000), UTCDateTime(2011, 3, 11, 5, 54, 31, 460000), UTCDateTime(2011, 2, 10, 14, 39, 28, 200000), UTCDateTime(2011, 3, 6, 14, 32, 42, 100000), UTCDateTime(2011, 1, 13, 16, 16, 42, 660000), UTCDateTime(2011, 3, 11, 5, 51, 20, 500000), UTCDateTime(2011, 8, 30, 6, 57, 41, 540000), UTCDateTime(2010, 9, 29, 17, 11, 24, 970000), UTCDateTime(2011, 3, 11, 5, 58, 2, 320000), UTCDateTime(2011, 8, 20, 18, 19, 24, 610000), UTCDateTime(2011, 8, 24, 17, 46, 11, 560000), UTCDateTime(2011, 7, 10, 0, 57, 10, 910000), UTCDateTime(2011, 3, 9, 21, 24, 52, 110000), UTCDateTime(2011, 1, 9, 10, 3, 43, 620000), UTCDateTime(2011, 3, 6, 12, 31, 58, 500000), UTCDateTime(2010, 10, 25, 14, 42, 22, 180000), UTCDateTime(2010, 12, 21, 17, 19, 41, 160000), UTCDateTime(2011, 1, 18, 20, 23, 25, 570000), UTCDateTime(2011, 3, 9, 2, 45, 19, 590000), UTCDateTime(2011, 3, 11, 6, 15, 37, 570000), UTCDateTime(2011, 3, 11, 6, 25, 50, 740000), UTCDateTime(2011, 6, 24, 3, 9, 38, 920000), UTCDateTime(2011, 7, 6, 19, 3, 20, 470000), UTCDateTime(2011, 8, 20, 16, 55, 4, 90000)]","[<obspy.core.event.catalog.Catalog object at 0x7ff33ac66ca0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac5bdf0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac74220>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac74dc0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac799a0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac803d0>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac80f70>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac88b50>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac8f730>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac8f490>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac95910>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac9e4f0>, <obspy.core.event.catalog.Catalog object at 0x7ff33aca3b50>, <obspy.core.event.catalog.Catalog object at 0x7ff33ac95670>, <obspy.core.event.catalog.Catalog object at 0x7ff33acae0d0>, <obspy.core.event.catalog.Catalog object at 0x7ff33acaec70>, <obspy.core.event.catalog.Catalog object at 0x7ff33acb5850>, <obspy.core.event.catalog.Catalog object at 0x7ff33acba430>, <obspy.core.event.catalog.Catalog object at 0x7ff33acbad90>, <obspy.core.event.catalog.Catalog object at 0x7ff33acbf970>, <obspy.core.event.catalog.Catalog object at 0x7ff33acc5550>, <obspy.core.event.catalog.Catalog object at 0x7ff33acccbb0>, <obspy.core.event.catalog.Catalog object at 0x7ff33acd14c0>, Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3180596""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=17518527""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176141339"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3207124""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=17787174""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176261157"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3275979""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=17924623""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176331567"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3279302""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=18184129""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176438485"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3279489""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=18196823""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176444131"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3279409""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=18196928""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=176444203"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3316471""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=5364582""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=23627694"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3317258""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=5381186""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=23677294"")), Event(resource_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?eventid=3320758""), event_type='earthquake', preferred_origin_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?originid=5440133""), preferred_magnitude_id=ResourceIdentifier(id=""smi:service.iris.edu/fdsnws/event/1/query?magnitudeid=23850740""))]","Averaging    [sta, sta, sta, sta, sta, sta, sta, sta, sta, ...
Averaging    [sta, sta, sta, sta, sta, sta, sta, sta, sta, ...
Name: 2, dtype: object","['2010.246.16.35', '2011.052.10.57', '2011.012.21.32', '2011.038.19.53', '2011.070.06.06', '2011.041.14.41', '2011.035.13.53', '2011.081.09.44', '2011.001.09.56', '2011.070.05.54', '2011.041.14.39', '2011.065.14.32', '2011.013.16.16', '2011.070.05.51', '2011.242.06.57', '2010.272.17.11', '2011.070.05.58', '2011.232.18.19', '2011.236.17.46', '2011.191.00.57', '2011.068.21.24', '2011.009.10.03', '2011.065.12.31', '2010.298.14.42', '2010.355.17.19', '2011.018.20.23', '2011.068.02.45', '2011.070.06.15', '2011.070.06.25', '2011.175.03.09', '2011.187.19.03', '2011.232.16.55']","['2D.OBS06.2010.246.16.35.sta.pkl', '2D.OBS06.2011.052.10.57.sta.pkl', '2D.OBS06.2011.012.21.32.sta.pkl', '2D.OBS06.2011.038.19.53.sta.pkl', '2D.OBS06.2011.070.06.06.sta.pkl', '2D.OBS06.2011.041.14.41.sta.pkl', '2D.OBS06.2011.035.13.53.sta.pkl', '2D.OBS06.2011.081.09.44.sta.pkl', '2D.OBS06.2011.001.09.56.sta.pkl', '2D.OBS06.2011.070.05.54.sta.pkl', '2D.OBS06.2011.041.14.39.sta.pkl', '2D.OBS06.2011.065.14.32.sta.pkl', '2D.OBS06.2011.013.16.16.sta.pkl', '2D.OBS06.2011.070.05.51.sta.pkl', '2D.OBS06.2011.242.06.57.sta.pkl', '2D.OBS06.2010.272.17.11.sta.pkl', '2D.OBS06.2011.070.05.58.sta.pkl', '2D.OBS06.2011.232.18.19.sta.pkl', '2D.OBS06.2011.236.17.46.sta.pkl', '2D.OBS06.2011.191.00.57.sta.pkl', '2D.OBS06.2011.068.21.24.sta.pkl', '2D.OBS06.2011.009.10.03.sta.pkl', '2D.OBS06.2011.065.12.31.sta.pkl']","[4.0, 551.8, 524.5, 414.8, 19.5, 531.2, 86.5, 19.2, 584.3, 35.0, 532.8, 101.2, 14.8, 33.0, 467.2, 20.5, 9.5, 31.5, 149.3, 24.7, 51.0, 20.7, 114.5, 20.0, 13.8, 79.9, 26.2, 25.4, 19.8, 49.8, 25.4, 34.6]",[2D] ALBACORE,2D.OBS06
