-91.9831	1.1829	978125.8	NaN	NaN	2349.466	0	2.36252055391
-91.9929	1.1843	978126	-89.7	1.4	2352.14	0.05	3.28792052127
-92.003	1.1857	978127.3	-90.2	2.2	2342.623	0.1	3.88961645733
-92.0131	1.1872	978128.6	-90.2	3.5	2330.268	0.15	4.32089429809
-92.0232	1.1886	978129.8	-90.2	4.7	2323.053	0.2	4.58862354582
-92.0333	1.1901	978130.9	-90.3	5.7	2287.851	0.25	4.92915465652
-92.0434	1.1915	978131.9	-90.4	6.6	2257.873	0.3	5.22208063288
-92.0535	1.1929	978132.3	-90.1	7.2	2233.38	0.35	5.41648584791
-92.0635	1.1943	978132.3	-89.8	7.6	2252.375	0.4	5.52759739122
-92.0736	1.1957	978132	-89.7	7.4	2270.996	0.45	5.57975406182
-92.0836	1.197	978131.9	-89.3	7.6	2280.065	0.5	5.64091032812
-92.0936	1.1984	978132	-89.6	7.5	2301.196	0.55	5.78980644587
-92.1036	1.1997	978132.5	-89.3	8.2	2314.149	0.6	6.17961372885
-92.1136	1.2011	978132	-89.2	7.9	2317.704	0.65	6.73049407334
-92.1236	1.2024	978132.7	-89.2	8.5	2328.381	0.7	7.3449089102
-92.1335	1.2037	978133	-89	9.1	2323.915	0.75	7.93715594909
-92.1435	1.205	978132.9	-88.8	9.1	2334.316	0.8	8.28870055531
-92.1534	1.2062	978132.9	-89.1	8.9	2353.942	0.85	8.12770326905
-92.1634	1.2075	978133	-89.1	9	2366.246	0.9	7.42501550461
-92.1734	1.2088	978133.5	-89.7	8.9	2345.821	0.95	6.30955191928
-92.1834	1.2101	978133.9	-90.3	8.6	2304.854	1	5.47393901415
-92.1936	1.2114	978135	-90.8	9.2	2316.66	1.05	5.01527671734
-92.2037	1.2128	978135.8	-90.9	10	2360.835	1.1	5.16639121815
-92.2139	1.2142	978136	-91.2	9.9	2380.915	1.15	5.710458303
-92.2241	1.2156	978136.1	-91.1	10	2363.011	1.2	6.53784310747
-92.2343	1.2171	978136.2	-90.9	10.3	2333.602	1.25	7.12253737793
-92.2445	1.2185	978136.6	-90.8	10.9	2381.183	1.3	7.57077160898
-92.2546	1.22	978136.8	-91	10.8	2380.282	1.35	7.89257292627
-92.2648	1.2215	978137.3	-91.1	11.2	2385.481	1.4	8.1482505557
-92.275	1.223	978137.5	-91.4	11.1	2409.281	1.45	8.39999389649
-92.2852	1.2242	978137.9	-91.7	11.1	2447.899	1.5	8.87631657181
-92.2955	1.2254	978138.4	-92	11.4	2462.23	1.55	9.3823381981
-92.3058	1.2267	978138.7	-92	11.7	2464.433	1.6	9.8594254047
-92.3161	1.228	978139.2	-92.1	12	2411.354	1.65	10.2484851934
-92.3264	1.2293	978139.8	-92.2	12.5	2385.636	1.7	10.6193485961
-92.3367	1.2306	978139.9	-92.3	12.5	2395.879	1.75	11.0591858003
-92.3471	1.2319	978140.2	-92.5	12.7	2369.687	1.8	11.385472749
-92.3574	1.2332	978140.7	-92.2	13.5	2386.158	1.85	11.6241449096
-92.3677	1.2345	978140.6	-92.3	13.3	2401.626	1.9	11.8947858207
-92.3781	1.2359	978141.2	-92.7	13.4	2396.98	1.95	12.2066160509
-92.3885	1.2372	978141.8	-92.8	13.9	2388.904	2	12.5928801536
-92.3988	1.2384	978141.9	-93	13.8	2394.904	2.05	13.178964754
-92.4093	1.2396	978142.9	-93.4	14.4	2369.164	2.1	13.8060255828
-92.4197	1.2408	978143.6	-93.5	15.1	2335.214	2.15	14.1499277701
-92.4302	1.242	978143.8	-92.9	15.8	2287.797	2.2	14.1939569931
-92.4405	1.2433	978143.9	-92.5	16.3	2331.749	2.25	13.9656668771
-92.4509	1.2447	978144.4	-92.4	17	2343.005	2.3	13.480688607
-92.4612	1.2461	978144.8	-92.4	17.4	2322.7	2.35	12.9816647746
-92.4715	1.2475	978145.4	-92.3	17.9	2306.575	2.4	12.5956395255
