-91.8546	-1.3416	977947.6	NaN	NaN	3356.531	0.0003	-24.4958078928
-91.8473	-1.3425	977947.3	67.1	-21.2	3355.43	0.0503	-24.59744911
-91.8399	-1.3434	977946.8	66.9	-21.9	3357.429	0.1003	-24.8203168734
-91.8325	-1.3444	977946.5	66.5	-22.5	3364.797	0.1503	-25.1916509389
-91.8252	-1.3454	977946.9	66.4	-22.2	3369.46	0.2003	-25.7428014353
-91.8178	-1.3465	977946.5	66.5	-22.5	3369.581	0.2503	-26.5410489496
-91.8105	-1.3475	977945.9	66.1	-23.5	3365.297	0.3003	-27.4755927897
-91.8032	-1.3486	977945.6	65.7	-24.2	3364.69	0.3503	-28.4970879477
-91.7959	-1.3497	977945.4	65.9	-24.2	3366.33	0.4003	-29.6047574155
-91.7886	-1.3509	977945.1	65.8	-24.6	3375.627	0.4503	-30.5278240319
-91.7814	-1.352	977945	64.9	-25.7	3384.704	0.5003	-31.2122783754
-91.7743	-1.3532	977945.6	64.6	-25.4	3400.898	0.5503	-31.7815041501
-91.7671	-1.3543	977945.1	64.8	-25.6	3424.244	0.6003	-32.2878284934
-91.7599	-1.3555	977944.3	65.1	-26.2	3438.84	0.6503	-32.6877309252
-91.7527	-1.3567	977943.8	65.2	-26.6	3443.569	0.7003	-33.0068891115
-91.7455	-1.3579	977943.6	65.3	-26.7	3442.91	0.7503	-33.2508402733
-91.7383	-1.3591	977942.8	65.3	-27.5	3445.872	0.8003	-33.4448431469
-91.7311	-1.3604	977942.7	65	-27.9	3451.2	0.8503	-33.6083954282
-91.7239	-1.3616	977942.7	65.1	-27.8	3459.123	0.9003	-33.6062801705
-91.7167	-1.3629	977941.4	65.6	-28.5	3457.562	0.9503	-33.3261744463
-91.7094	-1.3642	977940.7	66.2	-28.7	3454.238	1.0003	-32.9983216841
-91.7021	-1.3654	977940.1	66.3	-29.2	3453.228	1.0503	-32.7720602832
-91.6947	-1.3667	977939.5	66.8	-29.3	3451.973	1.1003	-32.6186575929
